Title,Category,Author(s),Status,Wiki Page,Scan Depth,In-Wiki Citations,Year,Tier,Format,URL
Blunt confrontation with the false economy generated by the world's financial situation (reproducing Dmitry Lvov's 2001 Duma address),Web,Dmitry Lvov (excerpt reproduced by Peter Challen / Fred Harrison),Referenced,https://www.progress.org/wiki/dmitry-lvov/,Light,1,2001 (address); reproduced 2022,supplementary,Web,https://ccmj.org/wp/archives/7315
Skyscraper Index,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/skyscraper-index/,Light,1,,supplementary,Web,https://en.wikipedia.org/wiki/Skyscraper_Index
The Case of Hong Kong Rail + Property Model,Report,"Jauregui-Fung, F.",Referenced,https://www.progress.org/wiki/mtr-corporation/,Light,1,,supplementary,Report,https://www.idos-research.de/uploads/media/Jauregui-Fung_Hong_Kong_MTR_IDOS.pdf
"The Theory of Political Economy (2nd ed.), Preface",Book,William Stanley Jevons,Referenced,https://www.progress.org/wiki/william-stanley-jevons/,Light,1,1879,supplementary,Book,https://en.wikiquote.org/wiki/William_Stanley_Jevons
"The Hated Property Tax: Salience, Tax Rates, and Tax Revolts",Academic Paper,"Marika Cabral, Caroline Hoxby",Scanned,https://www.progress.org/wiki/cabral-hoxby-hated-property-tax/,Medium,1,2012,important,Paper,https://www.nber.org/papers/w18514
"Vancouver Action Plan: 64 Recommendations for National Action (Habitat I), Recommendation D.3",Report,United Nations Conference on Human Settlements,Referenced,https://www.progress.org/wiki/un-habitat-1976-recapture-resolution/,Light,1,1976,supplementary,Report,https://habitat76.ca/2016/06/un-habitat-1976-vancouver-declaration-action-plan/
Henry Miller (rancher),Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/henry-miller-cattle-king/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Henry_Miller_(rancher)
A History of the Theory of Land-Value Taxation,Academic Paper,Terence Michael Dwyer,Referenced,https://www.progress.org/wiki/dwyer-history-lvt-theory/,Light,1,1980,important,Paper,https://cooperative-individualism.org/dwyer-terence_a-history-of-the-theory-of-land-value-taxation-1980-may-01.pdf
Francis Amasa Walker,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/francis-a-walker/,Light,1,,supplementary,Web,https://en.wikipedia.org/wiki/Francis_Amasa_Walker
Financing Public Investment by Deferred Special Assessment,Academic Paper,Donald Shoup,Referenced,https://www.progress.org/wiki/donald-shoup/,Light,1,1980,important,Paper,https://cooperative-individualism.org/shoup-donald_financing-public-investment-by-deferred-special-assessment-1980-dec.pdf
The Great Moderation (remarks before the Eastern Economic Association),Web,Ben S. Bernanke,Referenced,https://www.progress.org/wiki/government-can-tame-the-cycle/,Light,1,2004,important,Web,https://www.federalreserve.gov/boarddocs/speeches/2004/20040220/
Building Cycles and Britain's Growth,Book,J. Parry Lewis,Referenced,https://www.progress.org/wiki/lewis-building-cycles/,Light,1,1965,supplementary,Book,https://books.google.co.uk/books/about/Building_cycles_and_Britain_s_growth.html?id=WoEkAAAAMAAJ&redir_esc=y
The story of the secondary banking crisis 1973-1975,Article,Duncan Needham,Referenced,https://www.progress.org/wiki/1974-uk-property-crash/,Light,1,2020,supplementary,Article,https://www.propertychronicle.com/secondary-banking-crisis-1973-1975/
This Time Is Different: Eight Centuries of Financial Folly,Book,"Carmen M. Reinhart, Kenneth S. Rogoff",Referenced,https://www.progress.org/wiki/this-time-is-different/,Light,1,2009,important,Book,https://press.princeton.edu/books/paperback/9780691152646/this-time-is-different
How to Lie with Real Estate Statistics,Article,Michael Hudson,Referenced,https://www.progress.org/wiki/hudson-lies-of-the-land/,Light,1,2001,important,Article,https://michael-hudson.com/2001/03/how-to-lie-with-real-estate-statistics/
The Code of Capital: How the Law Creates Wealth and Inequality,Book,Katharina Pistor,Referenced,https://www.progress.org/wiki/pistor-code-of-capital/,Light,1,2019,important,Book,https://press.princeton.edu/books/hardcover/9780691178974/the-code-of-capital
After the Crash: Designing a Depression-Free Economy,Book,Mason Gaffney,Referenced,https://www.progress.org/wiki/gaffney-after-the-crash/,Light,1,2009,important,Book,https://cooperative-individualism.org/gaffney-mason_the-role-of-land-markets-in-economic-crises-2009-oct.pdf
Economic Volatility (remarks at Jackson Hole),Article,Alan Greenspan,Referenced,https://www.progress.org/wiki/bubbles-cannot-be-identified-in-advance/,Light,1,2002,core,Article,https://www.federalreserve.gov/boarddocs/speeches/2002/20020830/
Beneath our feet: improving estimates of UK land value,Report,Marianthi Dunn / Office for National Statistics,Referenced,https://www.progress.org/wiki/united-kingdom/,Light,1,2022,core,Report,https://blog.ons.gov.uk/2022/03/10/beneath-our-feet-improving-estimates-of-uk-land-value/
"Rentier Capitalism: Who Owns the Economy, and Who Pays for It?",Book,Brett Christophers,Referenced,https://www.progress.org/wiki/christophers-rentier-capitalism/,Light,1,2020,important,Book,https://www.versobooks.com/products/871-rentier-capitalism
Alan Greenspan (Federal Reserve History profile),Web,Federal Reserve History,Referenced,https://www.progress.org/wiki/alan-greenspan/,Light,1,2026,supplementary,Web,https://www.federalreservehistory.org/people/alan-greenspan
Railroad land grants in the United States,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/railroad-land-grants/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Railroad_land_grants_in_the_United_States
"Philip Snowden, 1st Viscount Snowden",Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/philip-snowden/,Light,1,2026,supplementary,Web,"https://en.wikipedia.org/wiki/Philip_Snowden,_1st_Viscount_Snowden"
Thomas Robert Malthus,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/thomas-malthus/,Light,1,,supplementary,Web,https://en.wikipedia.org/wiki/Thomas_Robert_Malthus
Ted Gwartney / Biography,Web,cooperative-individualism.org,Referenced,https://www.progress.org/wiki/ted-gwartney/,Light,1,2002,supplementary,Web,https://cooperative-individualism.org/gwartney-ted_biography-2002.htm
Real Estate Speculation and the Depression,Academic Paper,Herbert D. Simpson,Referenced,https://www.progress.org/wiki/simpson-real-estate-speculation-depression/,Light,1,1933,supplementary,Paper,https://archive.org/details/sim_american-economic-review_1933-03_23_1
Gordon Brown,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/gordon-brown/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Gordon_Brown
An Essay on the Principle of Population,Web,Thomas Malthus,Referenced,https://www.progress.org/wiki/overpopulation-causes-poverty/,Light,1,1798,supplementary,Web,https://en.wikipedia.org/wiki/An_Essay_on_the_Principle_of_Population
Richard Cantillon,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/richard-cantillon/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Richard_Cantillon
"Letter to Friedrich Adolph Sorge, 20 June 1881",Web,Karl Marx,Referenced,https://www.progress.org/wiki/marxist-critique-of-georgism/,Light,1,1881,important,Web,https://www.marxists.org/archive/marx/works/1881/letters/81_06_20.htm
Veblen's Institutionalist Elaboration of Rent Theory,Academic Paper,Michael Hudson,Referenced,https://www.progress.org/wiki/thorstein-veblen/,Light,1,2012,important,Paper,https://www.levyinstitute.org/pubs/wp_729.pdf
Wall Street crash of 1929,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/great-depression/,Light,1,2026 (accessed),supplementary,Web,https://en.wikipedia.org/wiki/Wall_Street_crash_of_1929
Panic of 1893 (Wikipedia),Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/panic-of-1893/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Panic_of_1893
Henry George: Dreamer or Realist?,Book,Steven B. Cord,Referenced,https://www.progress.org/wiki/cord-george-dreamer-or-realist/,Light,1,1965,core,Book,https://www.jstor.org/stable/j.ctv5rdwgp
Compulsory purchase compensation: Power to remove hope value,Web,"UK Government (Ministry of Housing, Communities & Local Government)",Referenced,https://www.progress.org/wiki/hope-value/,Light,1,2024,supplementary,Web,https://www.gov.uk/guidance/compulsory-purchase-compensation-power-to-remove-hope-value
The Significance of the Frontier in American History,Academic Paper,Frederick Jackson Turner,Referenced,https://www.progress.org/wiki/frontier-thesis/,Light,1,1893,supplementary,Paper,https://nationalhumanitiescenter.org/pds/gilded/empire/text1/turner.pdf
"The Homestead Act, May 20, 1862",Web,U.S. National Archives,Referenced,https://www.progress.org/wiki/homestead-act/,Light,1,1862,supplementary,Web,https://www.archives.gov/legislative/features/homestead-act
Consequences of Bank Distress During the Great Depression,Academic Paper,"Charles W. Calomiris, Joseph R. Mason",Referenced,https://www.progress.org/wiki/calomiris-mason-bank-distress/,Light,1,2003,important,Paper,https://business.columbia.edu/sites/default/files-efs/pubfiles/5590/consequences%20of%20bank%20distress.pdf
"The Price Effects of Urban Growth Boundaries in Metropolitan Portland, Oregon",Academic Paper,Gerrit J. Knaap,Referenced,https://www.progress.org/wiki/portland-oregon/,Light,1,1985,important,Paper,https://cooperative-individualism.org/knaap-gerrit_the-price-effects-of-urban-growth-boundaries-1985-feb.pdf
The Chaos Makers,Book,"Frederic J. Jones (with Fred Harrison, ed.)",Referenced,https://www.progress.org/wiki/jones-chaos-makers/,Light,1,1997,important,Book,https://openlibrary.org/books/OL416684M/The_chaos_makers.
Irish property bubble,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/ireland/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Irish_property_bubble
The Economics of Welfare,Book,Arthur C. Pigou,Referenced,https://www.progress.org/wiki/arthur-cecil-pigou/,Light,1,1920,core,Book,https://archive.org/details/cu31924073868113
First Home Ownership,Report,Productivity Commission (Australia),Referenced,https://www.progress.org/wiki/productivity-commission-first-home-ownership/,Light,1,2004,important,Report,https://assets.pc.gov.au/inquiries/completed/first-home-ownership/report/housing.pdf
Wage–fund doctrine,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/wages-fund-doctrine/,Light,1,,supplementary,Web,https://en.wikipedia.org/wiki/Wage%E2%80%93fund_doctrine
The International Seabed Authority and Deep Seabed Mining,Article,United Nations (UN Chronicle),Referenced,https://www.progress.org/wiki/common-heritage-of-mankind/,Light,1,,important,Article,https://www.un.org/en/chronicle/article/international-seabed-authority-and-deep-seabed-mining
An Essay on the Co-ordination of the Laws of Distribution,Web,Philip H. Wicksteed,Referenced,https://www.progress.org/wiki/product-exhaustion-theorem/,Light,1,1894,important,Web,https://www.hetwebsite.net/het/texts/wicksteed/wicksteed1894essay.pdf
Land Banking in Stockholm: An Evaluation of Municipal Residential Leasehold as a Public Finance and Housing Subsidy Instrument,Academic Paper,Adolf Dieter Ratzka,Referenced,https://www.progress.org/wiki/land-banking/,Light,1,1981,supplementary,Paper,https://www.tandfonline.com/doi/abs/10.1080/01944368108976510
"A Better Way to Grow?: Town Planning Schemes as a Hybrid Land Readjustment Process in Ahmedabad, India",Book,"Bishwapriya Sanyal, Chandan Deuskar",Referenced,https://www.progress.org/wiki/land-pooling/,Light,1,2012,supplementary,Book,https://www.lincolninst.edu/app/uploads/legacy-files/pubfiles/2180_1505_LP2011_ch07_Town_Planning_Schemes_as_Hybrid_Land_Readjustment_Process_In_India_0.pdf
"Betterment Levy in Colombia: Relevance, Procedures, and Social Acceptability",Article,Oscar Borrero Ochoa,Referenced,https://www.progress.org/wiki/valorization-tax/,Light,1,2011,important,Article,https://www.lincolninst.edu/app/uploads/2024/04/1899_1213_LLA110404.pdf
Anne Robert Jacques Turgot,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/anne-robert-jacques-turgot/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Anne_Robert_Jacques_Turgot
Telosa,Web,Wikipedia contributors; CNN Style,Referenced,https://www.progress.org/wiki/telosa/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Telosa
"The Baby Boom, the Baby Bust, and the Housing Market",Academic Paper,N. Gregory Mankiw and David N. Weil,Referenced,https://www.progress.org/wiki/demographics-explain-house-prices/,Light,1,1989,core,Paper,https://www.nber.org/papers/w2794
Robert Torrens (economist),Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/robert-torrens/,Light,1,,supplementary,Web,https://en.wikipedia.org/wiki/Robert_Torrens_(economist)
Costing the Earth,Book,Ronald Banks (ed.),Referenced,https://www.progress.org/wiki/ronald-banks/,Light,1,1989,supplementary,Book,https://books.google.com/books/about/Costing_the_Earth.html?id=iX7tAAAAMAAJ
Labor theory of value,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/labor-theory-of-value/,Light,1,,supplementary,Web,https://en.wikipedia.org/wiki/Labor_theory_of_value
Pierre-Joseph Proudhon,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/pierre-joseph-proudhon/,Light,1,,supplementary,Web,https://en.wikipedia.org/wiki/Pierre-Joseph_Proudhon
"New York Tax Reform Association, 1891-1924 (collection biographical note)",Web,Henry George School of Social Science,Referenced,https://www.progress.org/wiki/lawson-purdy/,Light,1,n.d.,supplementary,Web,https://hgarchives.org/historical-collections-2/new-york-tax-reform-association-1891-1924/
"Between Debt and the Devil: Money, Credit, and Fixing Global Finance",Book,Adair Turner,Referenced,https://www.progress.org/wiki/adair-turner/,Light,1,2016,important,Book,https://press.princeton.edu/books/paperback/9780691175980/between-debt-and-the-devil
Single Tax Party,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/commonwealth-land-party/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Single_Tax_Party
Positive Money,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/positive-money/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Positive_Money
The Panic of 1907,Article,Federal Reserve History project (Federal Reserve Banks),Referenced,https://www.progress.org/wiki/panic-of-1907/,Light,1,2013,important,Article,https://www.federalreservehistory.org/essays/panic-of-1907
Kiyotaki-Moore model,Web,"Wikipedia contributors (summarizing Kiyotaki & Moore, 1997)",Referenced,https://www.progress.org/wiki/collateral-channel/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Kiyotaki%E2%80%93Moore_model
Princes of the Yen: Japan's Central Bankers and the Transformation of the Economy,Book,Richard A. Werner,Referenced,https://www.progress.org/wiki/werner-princes-of-the-yen/,Light,1,2003,important,Book,https://archive.org/details/princesofyenjapa0000wern
Council of Georgist Organizations — Who We Were,Web,Council of Georgist Organizations,Referenced,https://www.progress.org/wiki/council-of-georgist-organizations/,Light,1,,supplementary,Web,https://cgocouncil.org/who-we-are/
The Rise and Rise of the Global Balance Sheet: How Productively Are We Using Our Wealth?,Report,"Jan Mischke, Anu Madgavkar, Jonathan Woetzel, Eckart Windhagen, Sven Smit, et al. (McKinsey Global Institute)",Referenced,https://www.progress.org/wiki/mckinsey-global-balance-sheet/,Light,1,2021,important,Report,https://www.mckinsey.com/industries/financial-services/our-insights/the-rise-and-rise-of-the-global-balance-sheet-how-productively-are-we-using-our-wealth
Essay on the Application of Capital to Land,Web,Edward West,Referenced,https://www.progress.org/wiki/edward-west/,Light,1,1815,supplementary,Web,https://en.wikipedia.org/wiki/Edward_West_(economist_and_judge)
Sharecropping,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/sharecropping/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Sharecropping
"Counterspeculation, Auctions, and Competitive Sealed Tenders",Academic Paper,William Vickrey,Referenced,https://www.progress.org/wiki/vickrey-counterspeculation-auctions/,Light,1,1961,core,Paper,https://doi.org/10.1111/j.1540-6261.1961.tb02789.x
"Manias, Panics, and Crashes: A History of Financial Crises",Book,"Charles P. Kindleberger, Robert Z. Aliber",Referenced,https://www.progress.org/wiki/kindleberger-manias-panics-crashes/,Light,1,1978 (multiple subsequent editions through 2023),important,Book,https://archive.org/details/maniaspanicscras0000kind
Austrian School of Economics,Web,Mises Institute / Wikipedia (secondary sources),Referenced,https://www.progress.org/wiki/austrian-school/,Light,1,n/a (founded 1871),supplementary,Web,https://mises.org/austrian-school/history-austrian-school-economics
Why We Need a Green Land Value Tax and How to Design It,Academic Paper,John Muellbauer,Referenced,https://www.progress.org/wiki/john-muellbauer/,Light,1,2023,important,Paper,https://www.inet.ox.ac.uk/files/J-Muellbauer-Why-we-need-a-green-land-value-tax-and-how-to-design-it-INET-Oxford-working-paper-2023-11.pdf
The Historical Approach to Rent and Price Theory,Article,Daniel H. Buchanan,Referenced,https://www.progress.org/wiki/buchanan-historical-rent-theory/,Light,1,1929,supplementary,Article,https://www.jstor.org/stable/i343585
"Does Georgism Work, Part 3: Can Unimproved Land Value Be Accurately Assessed Separately From Buildings?",Article,Lars Doucet,Referenced,https://www.progress.org/wiki/lvt-invites-assessment-corruption/,Light,1,2022,core,Article,https://www.astralcodexten.com/p/does-georgism-work-part-3-can-unimproved
Global Compendium of Land Value Capture Policies,Report,OECD and Lincoln Institute of Land Policy,Referenced,https://www.progress.org/wiki/netherlands/,Light,1,2022,important,Report,https://www.oecd.org/content/dam/oecd/en/publications/reports/2022/06/global-compendium-of-land-value-capture-policies_64f3c257/4f9559ee-en.pdf
Technofeudalism: What Killed Capitalism,Book,Yanis Varoufakis,Referenced,https://www.progress.org/wiki/technofeudalism/,Light,1,2023,supplementary,Book,https://www.mhpbooks.com/books/technofeudalism/
Land Value Tax Analysis: Simulating the Tax in Multnomah County,Report,"Peter Hulseman, Adam Rovang, Devin Bales, Hoang The Nguyen",Referenced,https://www.progress.org/wiki/lvt-causes-overdevelopment/,Light,1,2019,supplementary,Report,https://www.economicpossibility.org/reports/land-value-tax
William S. U'Ren (1859–1949),Web,Richard Etulain,Referenced,https://www.progress.org/wiki/william-s-uren/,Light,1,,supplementary,Web,https://www.oregonencyclopedia.org/articles/uren_william_s/
"…and forgive them their debts: Lending, Foreclosure and Redemption From Bronze Age Finance to the Jubilee Year",Book,Michael Hudson,Referenced,https://www.progress.org/wiki/clean-slate-proclamations/,Light,1,2018,supplementary,Book,https://michael-hudson.com/2018/08/and-forgive-them-their-debts/
On Separating the Landowner's Earned and Unearned Increment: A Georgist Rejoinder to F. A. Hayek,Article,Robert V. Andelson,Scanned,https://www.progress.org/wiki/andelson-rejoinder-to-hayek/,Medium,1,2000,important,Article,https://onlinelibrary.wiley.com/doi/abs/10.1111/1536-7150.00016
Strong tenant protections and subsidies support Germany's majority-renter housing market,Article,Brookings Institution,Referenced,https://www.progress.org/wiki/germany/,Light,1,,supplementary,Article,https://www.brookings.edu/articles/germany-rental-housing-markets/
Antitrust Remedies for Labor Market Power,Article,"Suresh Naidu, Eric A. Posner, E. Glen Weyl",Referenced,https://www.progress.org/wiki/monopsony/,Light,1,2018,supplementary,Article,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3129221
The Long-Run Impact of the Dissolution of the English Monasteries,Academic Paper,"Leander Heldring, James A. Robinson, Sebastian Vollmer",Referenced,https://www.progress.org/wiki/dissolution-of-the-monasteries/,Light,1,2015 (revised 2021),important,Paper,https://www.nber.org/papers/w21450
Where Does Money Come From? A Guide to the UK Monetary and Banking System,Book,"Josh Ryan-Collins, Tony Greenham, Richard Werner, Andrew Jackson",Referenced,https://www.progress.org/wiki/new-economics-foundation/,Light,1,2011,supplementary,Book,https://neweconomics.org/2012/12/where-does-money-come-from
The Debt-Deflation Theory of Great Depressions,Academic Paper,Irving Fisher,Referenced,https://www.progress.org/wiki/irving-fisher/,Light,1,1933,important,Paper,https://fraser.stlouisfed.org/title/debt-deflation-theory-great-depressions-3596
Crown Estate Bill [HL] 2024-25,Report,House of Commons Library,Referenced,https://www.progress.org/wiki/crown-estate/,Light,1,2026,supplementary,Report,https://commonslibrary.parliament.uk/research-briefings/cbp-10163/
Remembering Dave Wetzel (1942-2024),Article,Morning Star,Referenced,https://www.progress.org/wiki/dave-wetzel/,Light,1,2024,supplementary,Article,https://morningstaronline.co.uk/article/remembering-dave-wetzel-1942-2024
Financial crisis of 33,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/roman-crisis-of-ad-33/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/Financial_crisis_of_33
OPEC,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/opec/,Light,1,2026,supplementary,Web,https://en.wikipedia.org/wiki/OPEC
Henry George's Political Critics,Article,Michael Hudson,Referenced,https://www.progress.org/wiki/hudson-georges-political-critics/,Light,1,2008,important,Article,https://michael-hudson.com/wp-content/uploads/2010/03/0801GeorgesCritics.pdf
Lie of the Land: A Study in the Culture of Deception,Book,Duncan Pickard,Referenced,https://www.progress.org/wiki/duncan-pickard/,Light,1,2004,supplementary,Book,https://shepheardwalwyn.com/product/lie-of-the-land/
Land Valuation in the Metaverse: Location Matters,Academic Paper,"Mitchell Goldberg, Peter Kugler, Fabian Schär",Referenced,https://www.progress.org/wiki/virtual-land/,Light,1,2024,supplementary,Paper,https://ssrn.com/abstract=3932189
Land Value Taxes—What They Are and Where They Come From,Report,"Elizabeth Kepner, Rick Mattoon",Referenced,https://www.progress.org/wiki/laffer-curve-applies-to-lvt/,Light,1,2023,supplementary,Report,https://www.chicagofed.org/publications/chicago-fed-letter/2023/489
Natural Asset Companies (NACs): A New Type of Sustainable Investment,Article,Ellen B. Kennedy,Referenced,https://www.progress.org/wiki/natural-asset-companies/,Light,1,2021,supplementary,Article,https://www.kiplinger.com/investing/esg/603451/natural-asset-companies-nacs-a-new-tool-for-esg-investors
Property Share Market Economics,Web,Phillip J. Anderson and Akhil Patel,Referenced,https://www.progress.org/wiki/property-sharemarket-economics/,Light,1,,supplementary,Web,https://propertysharemarketeconomics.com/
Land Run of 1889,Web,Oklahoma Historical Society,Referenced,https://www.progress.org/wiki/oklahoma-land-rush/,Light,1,,supplementary,Web,https://www.okhistory.org/publications/enc/entry?entry=LA014
William F. Buckley the Georgist,Article,Fred Foldvary,Referenced,https://www.progress.org/wiki/william-f-buckley/,Light,1,,supplementary,Article,https://www.progress.org/articles/william-f-buckley-the-georgist
Toby Lloyd (biography),Web,Centre for London,Referenced,https://www.progress.org/wiki/toby-lloyd/,Light,1,,supplementary,Web,https://centreforlondon.org/person/toby-lloyd/
Panic of 1819,Web,Wikipedia contributors,Referenced,https://www.progress.org/wiki/panic-of-1819/,Light,1,,supplementary,Web,https://en.wikipedia.org/wiki/Panic_of_1819
Capitalization Rate,Web,Corporate Finance Institute,Referenced,https://www.progress.org/wiki/capitalization-rate/,Light,1,,supplementary,Web,https://corporatefinanceinstitute.com/resources/valuation/capitalization-cap-rate/
Efficient Mechanisms for Bilateral Trading,Academic Paper,"Roger B. Myerson, Mark A. Satterthwaite",Referenced,https://www.progress.org/wiki/myerson-satterthwaite-bilateral-trade/,Light,1,1983,important,Paper,https://www.cs.princeton.edu/courses/archive/spr10/cos444/papers/myerson_satterthwaite83.pdf
"The Yale Review (Old Series, 1892-1911) archive index",Reference,The Yale Review,Referenced,https://www.progress.org/wiki/simon-patten/,Light,1,1911,supplementary,Web,https://yalereview.org/back-issues/archives
The Extent and Nature of Parliamentary Enclosure,Academic Paper,John Chapman,Referenced,https://www.progress.org/wiki/enclosure-movement/,Light,1,1987,important,Paper,https://www.bahs.org.uk/AGHR/ARTICLES/35n1a3.pdf
Domesday England,Modern Book,H. C. Darby,Referenced,https://www.progress.org/wiki/domesday-book/,Light,1,1977,important,Book,https://archive.org/details/domesdayengland00hcda
Ecclesiastical Wealth in England in 1086,Academic Paper,Studies in Church History,Referenced,https://www.progress.org/wiki/domesday-book/,Light,1,1987,supplementary,Paper,https://www.academia.edu/99900779/Ecclesiastical_Wealth_in_England_in_1086
"California Proposition 20, Tax Phase Out Initiative (1938)",Reference,Ballotpedia,Referenced,https://www.progress.org/wiki/california-single-tax-campaigns/,Light,1,1938,supplementary,Web,https://ballotpedia.org/California_Proposition_20
This Land Is Your Land (Krugman interview),Online Writing,Michael Scott Moore (Pacific Standard),Referenced,https://www.progress.org/wiki/land-no-longer-matters/,Light,1,2010,important,Article,https://psmag.com/news/this-land-is-your-land-3392/
Radical Markets in Immigration,Online Writing,Bryan Caplan,Referenced,https://www.progress.org/wiki/visas-between-individuals-program/,Light,1,2018,supplementary,Article,https://www.econlib.org/radical-markets-in-immigration/
German Real Estate Index (GREIX),Academic Paper,"Francisco Amaral, Martin Dohmen, Moritz Schularick, Jonas Zdrzalek",Referenced,https://www.progress.org/wiki/germany/,Light,1,2023,important,Paper,https://www.econtribute.de/RePEc/ajk/ajkdps/ECONtribute_231_2023.pdf
Hotel 22 (documentary film),Film,Elizabeth Lo (dir.),Referenced,https://www.progress.org/wiki/silicon-valley/,Light,1,2015,supplementary,Film,https://www.pbs.org/pov/films/hotel22/
"Russia Must Initiate Solutions to the Crisis (State Duma testimony, 29 June 2001)",Historical Text,Dmitri Lvov,Referenced,https://www.progress.org/wiki/russia-post-soviet-transition/,Light,1,2001,important,Text,http://www.archive.schillerinstitute.com/duma/duma_lvov.html
Natural rent: The controversy continues,Online Writing,Petr Ermilin (Pravda EN),Referenced,https://www.progress.org/wiki/russia-post-soviet-transition/,Light,1,2003,supplementary,Article,https://english.pravda.ru/russia/4256-rent/
The Real Estate Analyst (digitized newsletter run),Historical Text,Roy Wenzlick & Co.,Referenced,https://www.progress.org/wiki/roy-wenzlick/,Light,1,1932,important,Periodical,https://archive.org/search?query=title%3A%22real+estate+analyst%22+wenzlick
Industrial Cowboys: Miller & Lux and the Transformation of the Far West 1850-1920,Modern Book,David Igler,Referenced,https://www.progress.org/wiki/henry-miller-cattle-king/,Light,1,2001,important,Book,https://www.ucpress.edu/book.php?isbn=9780520245341
Henry Miller Cattleman (Oregon History Project),Web Page,Oregon Historical Society,Referenced,https://www.progress.org/wiki/henry-miller-cattle-king/,Light,1,2003,supplementary,Web,https://www.oregonhistoryproject.org/articles/historical-records/henry-miller-cattleman/
Elements of Political Economy (1821 first ed.),Historical Text,James Mill,Referenced,https://www.progress.org/wiki/james-mill/,Medium,1,1821,important,Book,https://archive.org/details/elementsofpoliti00millrich
Robert Torrens' model of trade and growth: genesis and implications for the discovery of comparative advantage,Academic Paper,EJHET (2020),Referenced,https://www.progress.org/wiki/robert-torrens/,Light,1,2020,supplementary,Paper,https://doi.org/10.1080/09672567.2020.1785521
An Essay on the External Corn Trade,Historical Text,Robert Torrens,Referenced,https://www.progress.org/wiki/robert-torrens/,None,1,1815,important,Book,https://archive.org/details/essayonexternalc00torriala
An Inquiry into the Nature and Progress of Rent,Historical Text,Thomas Robert Malthus,Referenced,https://www.progress.org/wiki/thomas-malthus/,Medium,1,1815,important,Book,https://archive.org/details/inquiryintonatur00maltuoft
Transforming the Nation's Finances (Land Research Trust paper No. 3),Report,Ronald Banks,Referenced,https://www.progress.org/wiki/ronald-banks/,Light,1,2015,supplementary,Report,https://landresearchtrust.org/wp-content/uploads/2015/12/No-3-Transforming-the-Nations-Finances.pdf
Report on the Canberra Leasehold System,Government,House of Representatives Standing Committee (Australia),Referenced,https://www.progress.org/wiki/canberra-leasehold-system/,Medium,4,1988,important,Report,https://aphref.aph.gov.au/house/committee/reports/1988/1988_pp409.pdf
Managing publicly owned land in Canberra,Academic Paper,Steven C. Bourassa; Max Neutze; Ann Louise Strong,Referenced,https://www.progress.org/wiki/canberra-leasehold-system/,Light,1,1996,supplementary,Paper,https://doi.org/10.1016/0264-8377(96)84557-1
The gradual abolition of the public leasehold system in Israel and Canberra: what lessons can be learned?,Academic Paper,Gilat Benchetrit; Daniel Czamanski,Referenced,https://www.progress.org/wiki/canberra-leasehold-system/,Light,1,2004,supplementary,Paper,https://doi.org/10.1016/j.landusepol.2003.02.001
Canberra in Crisis: A History of Land Tenure and Leasehold Administration,Historical Text,Frank Brennan,Referenced,https://www.progress.org/wiki/canberra-leasehold-system/,Light,2,1971,important,Book,https://www.cooperative-individualism.org/brennan-frank_canberra-in-crisis-1971-09-the-law-and-the-leases.pdf
