slug,title,category,url,inbound_links,outbound_links,words,stub,orphan,last_reviewed
phillip-bryson,Phillip J. Bryson,people,https://www.progress.org/wiki/phillip-bryson/,4,5,723,false,false,
phillip-j-anderson,Phillip J. Anderson,people,https://www.progress.org/wiki/phillip-j-anderson/,18,9,1448,false,false,2026-07-06
physiocracy,Physiocracy and the Impôt Unique,concepts,https://www.progress.org/wiki/physiocracy/,2,11,1587,false,false,2026-07-11
physiocrats,The Physiocrats,concepts,https://www.progress.org/wiki/physiocrats/,5,7,870,true,false,2026-07-09
pierre-joseph-proudhon,Pierre-Joseph Proudhon,people,https://www.progress.org/wiki/pierre-joseph-proudhon/,1,5,372,true,false,2026-07-11
pigou-land-taxation,"Pigou on Taxing Land Values, Windfalls, and Increments",research,https://www.progress.org/wiki/pigou-land-taxation/,3,8,1899,false,false,2026-07-11
pigouvian-taxation,Pigouvian Taxation,concepts,https://www.progress.org/wiki/pigouvian-taxation/,19,19,1827,false,false,2026-07-12
piketty-capital-21st-century,Capital in the Twenty-First Century,research,https://www.progress.org/wiki/piketty-capital-21st-century/,7,9,2792,false,false,2026-07-12
pistor-code-of-capital,'Pistor (2019): The Code of Capital',research,https://www.progress.org/wiki/pistor-code-of-capital/,1,5,871,false,false,2026-07-14
pittsburgh,"Pittsburgh, Pennsylvania",places,https://www.progress.org/wiki/pittsburgh/,17,10,1269,false,false,2026-07-11
places-lab,PLACES Lab,organizations,https://www.progress.org/wiki/places-lab/,1,4,439,true,false,2026-07-11
planning-restrictions-cause-high-prices,"Objection: Planning and Zoning Restrictions, Not Land, Cause High House Prices",objections,https://www.progress.org/wiki/planning-restrictions-cause-high-prices/,4,9,1772,false,false,2026-07-12
plassmann-tideman-construction,A Markov Chain Monte Carlo Analysis of the Effect of Two-Rate Property Taxes on Construction,research,https://www.progress.org/wiki/plassmann-tideman-construction/,22,3,236,false,false,2026-07-12
plummer-lvt-distribution,Evidence on the Distributional Effects of a Land Value Tax on Residential Households,research,https://www.progress.org/wiki/plummer-lvt-distribution/,6,10,2288,false,false,2026-07-10
policymakers-brief,The Policymaker's Brief,guides,https://www.progress.org/wiki/policymakers-brief/,2,38,658,false,false,2026-07-12
portal-case-studies,Portal: Case Studies,guides,https://www.progress.org/wiki/portal-case-studies/,11,35,578,false,false,2026-07-12
portal-climate-and-commons,Climate & the Commons: Rents Beyond Land,guides,https://www.progress.org/wiki/portal-climate-and-commons/,11,30,911,false,false,2026-07-12
portal-cycles-and-crises,Cycles & Crises: The Land Cycle and the Credit It Runs On,guides,https://www.progress.org/wiki/portal-cycles-and-crises/,11,27,890,false,false,2026-07-12
portal-history-and-people,Portal: History & People,guides,https://www.progress.org/wiki/portal-history-and-people/,11,29,607,false,false,2026-07-12
portal-housing,Housing: The Affordability Crisis as a Land Problem,guides,https://www.progress.org/wiki/portal-housing/,11,27,896,false,false,2026-07-12
portal-objections-answered,Portal: Objections Answered,guides,https://www.progress.org/wiki/portal-objections-answered/,11,30,689,false,false,2026-07-12
portal-rent-frontier,Portal: The Rent Frontier,guides,https://www.progress.org/wiki/portal-rent-frontier/,11,31,612,false,false,2026-07-12
portal-tax-design,Tax Design: LVT as Policy Machinery,guides,https://www.progress.org/wiki/portal-tax-design/,11,28,861,false,false,2026-07-12
portland-oregon,"Portland, Oregon",places,https://www.progress.org/wiki/portland-oregon/,2,6,657,true,false,2026-07-11
positive-money,Positive Money,organizations,https://www.progress.org/wiki/positive-money/,2,4,351,true,false,2026-07-11
posner-weyl-radical-markets,Radical Markets: Uprooting Capitalism and Democracy for a Just Society,books,https://www.progress.org/wiki/posner-weyl-radical-markets/,24,7,2466,false,false,
power-frerick-excess-returns,'Power & Frerick (2016): Have Excess Returns to Corporations Been Increasing,research,https://www.progress.org/wiki/power-frerick-excess-returns/,4,7,534,false,false,2026-07-06
pretis-bc-carbon-tax,'Pretis (2022): Does a Carbon Tax Reduce CO2 Emissions? Evidence from British Columbia',research,https://www.progress.org/wiki/pretis-bc-carbon-tax/,1,4,655,false,false,2026-07-13
prizes-vs-patents,Prizes vs Patents,research,https://www.progress.org/wiki/prizes-vs-patents/,4,8,1748,false,false,2026-07-11
problems,The Problems: what geoists claim is wrong with the world,concepts,https://www.progress.org/wiki/problems/,7,17,659,false,false,
product-exhaustion-theorem,Product Exhaustion Theorem,concepts,https://www.progress.org/wiki/product-exhaustion-theorem/,1,6,568,true,false,2026-07-12
production-boundary,Production Boundary,concepts,https://www.progress.org/wiki/production-boundary/,5,12,2089,false,false,2026-07-05
productivity-commission-first-home-ownership,"First Home Ownership (Productivity Commission, 2004)",research,https://www.progress.org/wiki/productivity-commission-first-home-ownership/,2,5,512,true,false,2026-07-11
progress-18-6-year-cycle,The 18-Year Pattern Predicting 2027's Market Crash,research,https://www.progress.org/wiki/progress-18-6-year-cycle/,11,11,3093,false,false,2026-07-12
progress-and-poverty,Progress and Poverty,books,https://www.progress.org/wiki/progress-and-poverty/,82,15,1127,false,false,2026-07-13
progress-and-poverty-full-text,"Progress and Poverty (Henry George, 1879; Memorial Edition, 1898)",texts,https://www.progress.org/wiki/progress-and-poverty-full-text/,10,6,177385,false,false,2026-07-11
progress-and-poverty-institute,Progress and Poverty Institute,organizations,https://www.progress.org/wiki/progress-and-poverty-institute/,1,7,371,false,false,2026-07-06
progress-and-poverty-outdated,Objection: Progress and Poverty Was Thirty Years Out of Date,objections,https://www.progress.org/wiki/progress-and-poverty-outdated/,1,9,1386,true,false,2026-07-13
progressive-era-georgism,Georgism Ran the Progressive Era,narratives,https://www.progress.org/wiki/progressive-era-georgism/,2,6,506,true,false,2026-07-11
property-owning-democracy,Property-Owning Democracy,concepts,https://www.progress.org/wiki/property-owning-democracy/,1,3,383,true,false,2026-07-12
property-sharemarket-economics,Property Sharemarket Economics,organizations,https://www.progress.org/wiki/property-sharemarket-economics/,1,8,330,true,false,2026-07-11
property-tax-raises-welfare-developing,Higher property-tax rates raise welfare in developing countries,benefits,https://www.progress.org/wiki/property-tax-raises-welfare-developing/,11,10,987,false,false,2026-07-13
proposition-13,Proposition 13,events,https://www.progress.org/wiki/proposition-13/,7,7,1479,false,false,2026-07-05
prosper-australia,Prosper Australia,organizations,https://www.progress.org/wiki/prosper-australia/,16,5,207,false,false,
prosper-speculative-vacancies,'Speculative Vacancies 11: Empty Homes in Melbourne',research,https://www.progress.org/wiki/prosper-speculative-vacancies/,4,6,546,false,false,2026-07-10
protection-or-free-trade,Protection or Free Trade,research,https://www.progress.org/wiki/protection-or-free-trade/,2,4,226,false,false,
public-choice-critique,Objection: The Public-Choice Critique (Government Failure Won't Stop at the Assessor's Door),objections,https://www.progress.org/wiki/public-choice-critique/,9,14,1980,false,false,2026-07-10
public-goods-fundable-from-land-rent,Public goods can be funded from the land rent they create,problems,https://www.progress.org/wiki/public-goods-fundable-from-land-rent/,12,14,685,false,false,2026-07-13
public-investment-capitalizes-into-land,Public investment capitalizes into nearby land values,problems,https://www.progress.org/wiki/public-investment-capitalizes-into-land/,30,16,842,false,false,2026-07-13
public-land-leasing,Public Land Leasing,concepts,https://www.progress.org/wiki/public-land-leasing/,14,11,924,false,false,2026-07-05
public-revenue-without-taxation,Public Revenue Without Taxation,books,https://www.progress.org/wiki/public-revenue-without-taxation/,7,6,1682,false,false,2026-07-07
quadratic-voting,Quadratic Voting,concepts,https://www.progress.org/wiki/quadratic-voting/,1,4,606,true,false,2026-07-12
quasi-rent,Quasi-Rent,concepts,https://www.progress.org/wiki/quasi-rent/,29,14,903,false,false,2026-07-06
quigley-raphael-smolensky-homeless,"Homeless in America, Homeless in California",research,https://www.progress.org/wiki/quigley-raphael-smolensky-homeless/,3,8,894,false,false,2026-07-11
radical-markets,Radical Markets,concepts,https://www.progress.org/wiki/radical-markets/,21,23,2264,false,false,2026-07-12
railroad-land-grants,Railroad Land Grants,concepts,https://www.progress.org/wiki/railroad-land-grants/,1,5,805,true,false,2026-07-11
railway-mania,Railway Mania (1840s Britain),events,https://www.progress.org/wiki/railway-mania/,1,5,828,true,false,2026-07-12
raley-citizens-dividend,The Citizen's Dividend (Raley),research,https://www.progress.org/wiki/raley-citizens-dividend/,2,7,982,false,false,2026-07-11
ralston-nolan-bill,The Ralston–Nolan Bill (1919–1924),events,https://www.progress.org/wiki/ralston-nolan-bill/,3,4,477,true,false,2026-07-06
ramin-shokrizade,Ramin Shokrizade,people,https://www.progress.org/wiki/ramin-shokrizade/,1,5,471,true,false,2026-07-12
real-estate-4-ransom,Real Estate 4 Ransom (2012 documentary),research,https://www.progress.org/wiki/real-estate-4-ransom/,6,9,333,false,false,2026-07-06
reits,Real Estate Investment Trusts (REITs),concepts,https://www.progress.org/wiki/reits/,1,5,377,true,false,2026-07-11
rendezvous-with-destiny,Rendezvous with Destiny: A History of Modern American Reform,books,https://www.progress.org/wiki/rendezvous-with-destiny/,4,7,1505,false,false,2026-07-07
renegade-economists-podcast,Renegade Economists Podcast,research,https://www.progress.org/wiki/renegade-economists-podcast/,4,6,345,false,false,2026-07-12
rent-dividends-reduce-poverty,Rent dividends reduce poverty and inequality,benefits,https://www.progress.org/wiki/rent-dividends-reduce-poverty/,12,15,2537,false,false,2026-07-13
rent-revenue-breeds-corruption,"\""Public Rent Collection Breeds Government Corruption\""",objections,https://www.progress.org/wiki/rent-revenue-breeds-corruption/,1,9,1061,true,false,2026-07-12
rent-seeking,Rent-Seeking,concepts,https://www.progress.org/wiki/rent-seeking/,43,12,315,false,false,
rent-seeking-drags-growth,Rent-seeking drags economic growth,problems,https://www.progress.org/wiki/rent-seeking-drags-growth/,11,19,1424,false,false,2026-07-13
rent-targeting-taxes-reduce-debt-bias,Rent-targeting corporate taxes reduce debt bias without penalizing marginal investment,benefits,https://www.progress.org/wiki/rent-targeting-taxes-reduce-debt-bias/,10,17,1344,false,false,2026-07-13
rentier,Rentier,concepts,https://www.progress.org/wiki/rentier/,12,30,1839,false,false,2026-07-10
repeal-of-the-corn-laws,Repeal of the Corn Laws (1846),events,https://www.progress.org/wiki/repeal-of-the-corn-laws/,3,5,292,true,false,2026-07-06
residual-land-valuation,Residual Land Valuation,concepts,https://www.progress.org/wiki/residual-land-valuation/,2,5,618,true,false,2026-07-12
resource-rent-capture-works,Capturing resource rent works — where institutions are strong,benefits,https://www.progress.org/wiki/resource-rent-capture-works/,11,11,1477,false,false,2026-07-13
resource-rent-dividends-work,Resource-rent dividends are workable and durable,benefits,https://www.progress.org/wiki/resource-rent-dividends-work/,28,17,1309,false,false,2026-07-13
resource-rents,Resource Rents,concepts,https://www.progress.org/wiki/resource-rents/,53,13,721,false,false,
rethinking-economics-land-housing,Rethinking the Economics of Land and Housing,books,https://www.progress.org/wiki/rethinking-economics-land-housing/,29,8,2945,false,false,
revenue-act-of-1916,Revenue Act of 1916,events,https://www.progress.org/wiki/revenue-act-of-1916/,1,4,699,true,false,2026-07-12
rhee-rawlsian-lvt,'Fairness of Land Value Taxation: A Rawlsian Derivation',research,https://www.progress.org/wiki/rhee-rawlsian-lvt/,1,4,158,false,false,
richard-arnott,Richard Arnott,people,https://www.progress.org/wiki/richard-arnott/,3,11,1374,false,false,2026-07-10
richard-cantillon,Richard Cantillon,people,https://www.progress.org/wiki/richard-cantillon/,1,5,639,true,false,2026-07-11
richard-noyes,Richard Noyes,people,https://www.progress.org/wiki/richard-noyes/,4,5,744,false,false,2026-07-11
richard-t-ely,Richard T. Ely,people,https://www.progress.org/wiki/richard-t-ely/,9,12,1214,false,false,2026-07-10
richards-taxes-and-rents,'Taxes and Rents: The Power of Tax Policy to Shape Pre-Tax Income',research,https://www.progress.org/wiki/richards-taxes-and-rents/,1,3,151,false,false,
right-to-buy,Right to Buy (1980),events,https://www.progress.org/wiki/right-to-buy/,1,4,750,true,false,2026-07-12
riley-taken-for-a-ride,'Riley (2001): Taken for a Ride — Jubilee Line Land Value Uplift',research,https://www.progress.org/wiki/riley-taken-for-a-ride/,1,4,1040,false,false,2026-07-11
rising-land-costs-drive-poverty,Rising land values and housing costs drive poverty,problems,https://www.progress.org/wiki/rising-land-costs-drive-poverty/,8,18,2027,false,false,2026-07-13
robert-torrens,Robert Torrens,people,https://www.progress.org/wiki/robert-torrens/,1,6,772,true,false,2026-07-11
robert-v-andelson,Robert V. Andelson,people,https://www.progress.org/wiki/robert-v-andelson/,5,9,610,false,false,
rochet-tirole-two-sided,Platform Competition in Two-Sided Markets,research,https://www.progress.org/wiki/rochet-tirole-two-sided/,4,6,1227,false,false,2026-07-04
rognlie-capital-share,Deciphering the Fall and Rise in the Net Capital Share,research,https://www.progress.org/wiki/rognlie-capital-share/,40,5,283,false,false,2026-07-12
rognlie-piketty-note,A Note on Piketty and Diminishing Returns to Capital,research,https://www.progress.org/wiki/rognlie-piketty-note/,5,2,200,false,false,
roman-crisis-of-ad-33,Roman Financial Crisis of AD 33,events,https://www.progress.org/wiki/roman-crisis-of-ad-33/,1,5,431,true,false,2026-07-11
romer-digital-advertising-tax,Romer's Progressive Tax on Digital Advertising,research,https://www.progress.org/wiki/romer-digital-advertising-tax/,7,11,1466,false,false,2026-07-10
ronald-banks,Ronald Banks,people,https://www.progress.org/wiki/ronald-banks/,1,5,656,true,false,2026-07-12
ronald-burgess,Ronald Burgess,people,https://www.progress.org/wiki/ronald-burgess/,3,7,574,false,false,2026-07-11
ronald-coase,Ronald Coase,people,https://www.progress.org/wiki/ronald-coase/,2,4,534,true,false,2026-07-11
rothbard-single-tax,"'Rothbard, ""The Single Tax: Economic and Moral Implications""'",research,https://www.progress.org/wiki/rothbard-single-tax/,8,5,2106,false,false,2026-07-03
rothschild-scheuer-rent-seeking,Optimal Taxation with Rent-Seeking,research,https://www.progress.org/wiki/rothschild-scheuer-rent-seeking/,5,2,189,false,false,
roy-wenzlick,Roy Wenzlick,people,https://www.progress.org/wiki/roy-wenzlick/,1,8,1423,true,false,2026-07-12
russia-post-soviet-transition,Russia and the Post-Soviet Rent Opportunity,places,https://www.progress.org/wiki/russia-post-soviet-transition/,2,6,1231,true,false,2026-07-12
ryan-collins-rethinking-land-housing,Rethinking the Economics of Land and Housing,research,https://www.progress.org/wiki/ryan-collins-rethinking-land-housing/,18,16,1558,false,false,2026-07-12
sachs-warner-resource-curse,'Sachs & Warner (2001): The Curse of Natural Resources',research,https://www.progress.org/wiki/sachs-warner-resource-curse/,1,5,734,false,false,2026-07-13
saez-zucman-wealth-inequality,Wealth Inequality in the United States since 1913 (Saez & Zucman),research,https://www.progress.org/wiki/saez-zucman-wealth-inequality/,4,7,580,false,false,2026-07-12
saiz-housing-supply-elasticity,The Geographic Determinants of Housing Supply,research,https://www.progress.org/wiki/saiz-housing-supply-elasticity/,15,7,1848,false,false,2026-07-03
san-francisco,San Francisco,places,https://www.progress.org/wiki/san-francisco/,1,6,477,true,false,2026-07-11
saratoga-single-tax-debate,The Saratoga Single Tax Debate (1890),events,https://www.progress.org/wiki/saratoga-single-tax-debate/,5,7,267,false,false,2026-07-06
saratoga-single-tax-debate-1890,The Saratoga Single Tax Debate: The George–Seligman Exchange (1890),texts,https://www.progress.org/wiki/saratoga-single-tax-debate-1890/,3,6,18658,false,false,2026-07-10
schalkenbach-foundation,Robert Schalkenbach Foundation,organizations,https://www.progress.org/wiki/schalkenbach-foundation/,18,4,217,false,false,
school-of-cooperative-individualism,School of Cooperative Individualism,organizations,https://www.progress.org/wiki/school-of-cooperative-individualism/,1,5,426,false,false,2026-07-11
schwegman-yinger-homestead,'The Shifting of the Property Tax on Urban Renters: Evidence from New York,research,https://www.progress.org/wiki/schwegman-yinger-homestead/,3,5,344,false,false,2026-07-05
schwerhoff-imf-equity-efficiency,Equity and Efficiency Effects of Land Value Taxation,research,https://www.progress.org/wiki/schwerhoff-imf-equity-efficiency/,7,3,188,false,false,
schwerhoff-taxation-economic-rents,Taxation of Economic Rents,research,https://www.progress.org/wiki/schwerhoff-taxation-economic-rents/,6,15,1519,false,false,2026-07-12
science-of-political-economy,The Science of Political Economy,research,https://www.progress.org/wiki/science-of-political-economy/,1,5,207,false,false,
scissors-mechanism,Scissors Mechanism (Diverging Returns to Land and Capital),concepts,https://www.progress.org/wiki/scissors-mechanism/,1,5,555,true,false,2026-07-11
scott-alexander,Scott Alexander,people,https://www.progress.org/wiki/scott-alexander/,1,5,351,true,false,2026-07-12
search-theoretic-critique,Objection: The Search-Theoretic Critique of Georgism,objections,https://www.progress.org/wiki/search-theoretic-critique/,9,11,896,false,false,2026-07-12
sector-model,Sector Model,concepts,https://www.progress.org/wiki/sector-model/,2,8,933,false,false,2026-07-11
segal-resource-dividend,"'Resource Rents, Redistribution, and Halving Global Poverty: The Resource Dividend'",research,https://www.progress.org/wiki/segal-resource-dividend/,6,8,1932,false,false,2026-07-09
segu-vacancy-tax-france,'The Impact of Taxing Vacancy on Housing Markets: Evidence from France',research,https://www.progress.org/wiki/segu-vacancy-tax-france/,4,6,484,false,false,2026-07-10
sen-poverty-and-famines,'Sen (1981): Poverty and Famines — An Essay on Entitlement and Deprivation',research,https://www.progress.org/wiki/sen-poverty-and-famines/,1,4,865,true,false,2026-07-13
sharecropping,Sharecropping,concepts,https://www.progress.org/wiki/sharecropping/,1,5,514,true,false,2026-07-12
shepheard-walwyn,Shepheard-Walwyn Publishers,organizations,https://www.progress.org/wiki/shepheard-walwyn/,1,9,321,true,false,2026-07-11
silicon-valley,Silicon Valley,places,https://www.progress.org/wiki/silicon-valley/,1,6,590,true,false,2026-07-11
simon-patten,Simon Patten,people,https://www.progress.org/wiki/simon-patten/,1,5,480,true,false,2026-07-12
simpson-real-estate-speculation-depression,Simpson (1933): Real Estate Speculation and the Depression,research,https://www.progress.org/wiki/simpson-real-estate-speculation-depression/,3,4,516,true,false,2026-07-12
singapore,Singapore,places,https://www.progress.org/wiki/singapore/,18,15,618,false,false,
single-tax,Single Tax,concepts,https://www.progress.org/wiki/single-tax/,90,21,1453,false,false,
single-tax-colonies,The Single-Tax Colonies (Fairhope & Arden),events,https://www.progress.org/wiki/single-tax-colonies/,9,6,266,false,false,
single-tax-narrative,Narrative: The Single Tax,narratives,https://www.progress.org/wiki/single-tax-narrative/,16,51,2554,false,false,2026-07-12
site-value,Site Value,concepts,https://www.progress.org/wiki/site-value/,15,13,1076,false,false,
site-value-ge-simulations,Computable General-Equilibrium Simulations of Site-Value Taxation,research,https://www.progress.org/wiki/site-value-ge-simulations/,6,16,1924,false,false,2026-07-11
skyscraper-index,Skyscraper Index,concepts,https://www.progress.org/wiki/skyscraper-index/,1,6,529,true,false,2026-07-12
smith-lectures-jurisprudence,Adam Smith's Lectures on Jurisprudence: Land Taxation Before the Wealth of Nations,research,https://www.progress.org/wiki/smith-lectures-jurisprudence/,4,10,2083,false,false,2026-07-12
smith-taxes-upon-rent-1776,"Taxes upon Rent (Smith, 1776)",texts,https://www.progress.org/wiki/smith-taxes-upon-rent-1776/,5,7,9270,false,false,2026-07-11
social-problems,Social Problems,research,https://www.progress.org/wiki/social-problems/,5,9,1904,false,false,2026-07-03
social-statics-right-to-use-earth,"The Right to the Use of the Earth (Spencer, 1851)",texts,https://www.progress.org/wiki/social-statics-right-to-use-earth/,4,6,5397,false,false,2026-07-07
soil-to-servers-digital-rents,'From Soil to Servers: Persistent Neglect of Land Resources and Digital-Age,research,https://www.progress.org/wiki/soil-to-servers-digital-rents/,2,3,167,false,false,
song-zenou-property-tax-sprawl,'Property Tax and Urban Sprawl: Theory and Implications for US Cities',research,https://www.progress.org/wiki/song-zenou-property-tax-sprawl/,6,5,420,false,false,2026-07-05
south-africa,South Africa,places,https://www.progress.org/wiki/south-africa/,2,5,1011,true,false,2026-07-12
south-korea,South Korea,places,https://www.progress.org/wiki/south-korea/,1,6,647,true,false,2026-07-12
south-sea-bubble,South Sea Bubble (1720),events,https://www.progress.org/wiki/south-sea-bubble/,2,4,730,true,false,2026-07-12
sovereign-wealth-fund,Sovereign Wealth Fund,concepts,https://www.progress.org/wiki/sovereign-wealth-fund/,15,11,2403,false,false,2026-07-05
spatial-misallocation,Spatial Misallocation,concepts,https://www.progress.org/wiki/spatial-misallocation/,4,10,1405,false,false,2026-07-05
spectrum-auctions,Spectrum Auctions,concepts,https://www.progress.org/wiki/spectrum-auctions/,12,7,855,false,false,2026-07-06
speculative-vacancy,Speculative Vacancy,concepts,https://www.progress.org/wiki/speculative-vacancy/,33,13,987,false,false,2026-07-06
speculative-vacancy-wastes-cities,Land underuse and speculative vacancy persist in high-demand cities,problems,https://www.progress.org/wiki/speculative-vacancy-wastes-cities/,9,19,1471,false,false,2026-07-13
split-rate-increases-construction,Split-rate taxation increases urban construction,benefits,https://www.progress.org/wiki/split-rate-increases-construction/,36,24,2815,false,false,2026-07-13
split-rate-taxation,Split-Rate Taxation,concepts,https://www.progress.org/wiki/split-rate-taxation/,30,9,260,false,false,
standing-plunder-of-the-commons,'Standing (2019): Plunder of the Commons',research,https://www.progress.org/wiki/standing-plunder-of-the-commons/,1,8,368,true,false,2026-07-11
start-here,Start Here,guides,https://www.progress.org/wiki/start-here/,12,16,460,false,false,2026-07-12
stationary-state,Stationary State,concepts,https://www.progress.org/wiki/stationary-state/,1,6,491,true,false,2026-07-12
steven-cord,Steven Cord,people,https://www.progress.org/wiki/steven-cord/,1,7,1032,true,false,2026-07-12
stewart-canadian-land-house-prices,Stewart (2022): How Important Are Land Values in House Price Growth? Evidence from Canadian Cities,research,https://www.progress.org/wiki/stewart-canadian-land-house-prices/,2,5,497,false,false,2026-07-13
stiglitz-land-credit-inequality,Stiglitz (2015): Land and Credit in the Distribution of Income and Wealth,research,https://www.progress.org/wiki/stiglitz-land-credit-inequality/,6,7,463,true,false,2026-07-12
stiglitz-theory-local-public-goods,The Theory of Local Public Goods,research,https://www.progress.org/wiki/stiglitz-theory-local-public-goods/,9,6,227,false,false,
stock-crash-caused-great-depression,The 1929 Stock Crash Caused the Great Depression,objections,https://www.progress.org/wiki/stock-crash-caused-great-depression/,2,8,887,true,false,2026-07-13
stuart-banner,Stuart Banner,people,https://www.progress.org/wiki/stuart-banner/,1,3,549,false,false,
sun-yat-sen,Sun Yat-sen,people,https://www.progress.org/wiki/sun-yat-sen/,10,11,973,false,false,2026-07-11
superstar-firms,Superstar Firms,concepts,https://www.progress.org/wiki/superstar-firms/,26,16,749,false,false,2026-07-05
symmetry-decrement-objection,"Objection: If the Public Owns the Increment, It Must Compensate the Decrement (The Symmetry Objection)",objections,https://www.progress.org/wiki/symmetry-decrement-objection/,6,8,1635,false,false,2026-07-11
taiwan,Taiwan,places,https://www.progress.org/wiki/taiwan/,17,14,737,false,false,2026-07-11
taiwan-land-reform-1950s,Taiwan Land Reform (1950s),events,https://www.progress.org/wiki/taiwan-land-reform-1950s/,3,9,1633,false,false,2026-07-11
taranu-verbeeck-property-tax-sprawl,Property Tax as a Policy Against Urban Sprawl,research,https://www.progress.org/wiki/taranu-verbeeck-property-tax-sprawl/,1,6,528,false,false,2026-07-05
tax-capitalization,Tax Capitalization,concepts,https://www.progress.org/wiki/tax-capitalization/,45,15,742,false,false,2026-07-06
tax-clawback,Tax Clawback,concepts,https://www.progress.org/wiki/tax-clawback/,1,6,500,true,false,2026-07-11
tax-land-not-labor,"Narrative: Tax Land, Not Labor",narratives,https://www.progress.org/wiki/tax-land-not-labor/,8,45,3101,false,false,2026-07-03
taxing-land-raises-productivity,Taxing land and rents increases productivity,benefits,https://www.progress.org/wiki/taxing-land-raises-productivity/,8,28,2597,false,false,2026-07-13
taxing-quasi-rents-kills-innovation,Objection: Taxing Quasi-Rents Kills Innovation,objections,https://www.progress.org/wiki/taxing-quasi-rents-kills-innovation/,25,24,1927,false,false,2026-07-12
taxing-tech-rents,Taxing Tech Rents — an Instrument Comparison,concepts,https://www.progress.org/wiki/taxing-tech-rents/,13,25,3833,false,false,2026-07-11
technofeudalism,Technofeudalism and Siren Servers,concepts,https://www.progress.org/wiki/technofeudalism/,2,8,702,true,false,2026-07-11
ted-gwartney,Ted Gwartney,people,https://www.progress.org/wiki/ted-gwartney/,2,5,384,true,false,2026-07-12
telosa,Telosa (Marc Lore's Proposed City),places,https://www.progress.org/wiki/telosa/,1,5,509,true,false,2026-07-11
terminating-societies,Terminating Building Societies,concepts,https://www.progress.org/wiki/terminating-societies/,1,5,355,true,false,2026-07-12
the-corruption-of-economics,Narrative: The Corruption of Economics,narratives,https://www.progress.org/wiki/the-corruption-of-economics/,31,22,1822,false,false,2026-07-05
the-great-land-robbery,Narrative: The Great Land Robbery,narratives,https://www.progress.org/wiki/the-great-land-robbery/,9,24,2681,false,false,2026-07-12
the-housing-crisis-is-a-land-crisis,Narrative: The Housing Crisis Is a Land Crisis,narratives,https://www.progress.org/wiki/the-housing-crisis-is-a-land-crisis/,24,44,1971,false,false,2026-07-12
the-land-question,The Land Question,research,https://www.progress.org/wiki/the-land-question/,8,15,1681,false,false,2026-07-10
the-rentier-economy,Narrative: The Rentier Economy,narratives,https://www.progress.org/wiki/the-rentier-economy/,34,35,2674,false,false,2026-07-03
the-tax-you-cant-dodge,Narrative: The Tax You Can't Dodge,narratives,https://www.progress.org/wiki/the-tax-you-cant-dodge/,4,18,2623,false,false,2026-07-12
this-time-is-different,Narrative: This Time Is Different (New Era Thinking),narratives,https://www.progress.org/wiki/this-time-is-different/,1,6,668,true,false,2026-07-12
thomas-malthus,Thomas Robert Malthus,people,https://www.progress.org/wiki/thomas-malthus/,2,6,840,true,false,2026-07-12
thomas-paine,Thomas Paine,people,https://www.progress.org/wiki/thomas-paine/,6,7,599,true,false,2026-07-06
thomas-piketty,Thomas Piketty,people,https://www.progress.org/wiki/thomas-piketty/,5,14,2027,false,false,2026-07-12
thomas-spence,Thomas Spence,people,https://www.progress.org/wiki/thomas-spence/,2,4,446,true,false,2026-07-11
thorstein-veblen,Thorstein Veblen,people,https://www.progress.org/wiki/thorstein-veblen/,1,5,454,true,false,2026-07-11
thy-kingdom-come,Thy Kingdom Come (1889),texts,https://www.progress.org/wiki/thy-kingdom-come/,4,6,5565,false,false,2026-07-07
tideman-avoidable-excess-burden,"Tideman, Akobundu, Johns & Wutthicharoen, \""The Avoidable Excess Burden of Broad-Based U.S. Taxes\""",research,https://www.progress.org/wiki/tideman-avoidable-excess-burden/,5,7,891,false,false,2026-07-12
tideman-plassmann-land-assembly,Providing Incentives for Efficient Land Assembly,research,https://www.progress.org/wiki/tideman-plassmann-land-assembly/,7,3,141,false,false,
tideman-plassmann-losses-of-nations,Taxation and the Losses of Nations (Tideman & Plassmann),research,https://www.progress.org/wiki/tideman-plassmann-losses-of-nations/,6,6,502,true,false,2026-07-06
tiebout-model,Tiebout Model,concepts,https://www.progress.org/wiki/tiebout-model/,1,12,1331,false,false,2026-07-03
toby-lloyd,Toby Lloyd,people,https://www.progress.org/wiki/toby-lloyd/,1,3,298,true,false,2026-07-11
tolstoy-principles-redfearn,Tolstoy: Principles for a New World Order,books,https://www.progress.org/wiki/tolstoy-principles-redfearn/,3,9,1457,false,false,2026-07-07
tom-l-johnson,Tom L. Johnson,people,https://www.progress.org/wiki/tom-l-johnson/,5,6,597,false,false,2026-07-11
tomson-estonia-lvt,'Sustainable Urban Development and Land Value Taxation: The Case of Estonia',research,https://www.progress.org/wiki/tomson-estonia-lvt/,12,2,152,false,false,
total-resource-rents-australia,Total Resource Rents of Australia (Fitzgerald / Prosper Australia),research,https://www.progress.org/wiki/total-resource-rents-australia/,9,14,2385,false,false,2026-07-12
town-and-country-planning-act-1947,Town and Country Planning Act 1947,events,https://www.progress.org/wiki/town-and-country-planning-act-1947/,7,7,325,true,false,2026-07-06
transfer-earnings,Transfer Earnings,concepts,https://www.progress.org/wiki/transfer-earnings/,1,6,463,true,false,2026-07-11
